pmid,pub_year,journal,publication_types,mesh_terms
27759405,2016,European journal of paediatric dentistry,Comparative Study; Journal Article; Randomized Controlled Trial,"Bacterial Load; Cariostatic Agents; Dental Plaque Index; Female; Fluorides; Fluorides, Topical; Follow-Up Studies; Humans; Lactobacillus; Male; Mouthwashes; Oral Hygiene; Orthodontic Appliances, Removable; Patient Compliance; Periodontal Index; Pilot Projects; Retrospective Studies; Saliva; Sodium Fluoride; Streptococcus mutans; Toothbrushing"
32911798,2020,"Plants (Basel, Switzerland)",Journal Article,
37808368,2023,Bioinformation,Journal Article,
35331338,2022,Journal of eating disorders,Journal Article,
26713055,2015,Journal of Korean medical science,"Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Adrenergic beta-Antagonists; Adult; Aged; Aged, 80 and over; Angiotensin Receptor Antagonists; Angiotensin-Converting Enzyme Inhibitors; Antihypertensive Agents; Calcium Channel Blockers; Cohort Studies; Female; Humans; Hypertension; Male; Medication Adherence; Middle Aged; Republic of Korea; Retrospective Studies; Sodium Chloride Symporter Inhibitors; Young Adult"
24627027,2014,Cadernos de saude publica,Journal Article,Adolescent; Adult; Aged; Drug Utilization; Female; Ill-Housed Persons; Humans; Male; Middle Aged; Nonprescription Drugs; Portugal; Prevalence; Self Medication; Socioeconomic Factors; Urban Population; Young Adult
25164511,2011,Topics in cognitive science,Journal Article,"Cognition; Humans; Imagination; Models, Psychological; Pattern Recognition, Visual; Space Perception; Visual Perception"
8042447,1994,Acta neurologica Scandinavica,Journal Article,Adult; Age Factors; Aged; Cerebral Hemorrhage; Circadian Rhythm; Diabetes Complications; Diabetes Mellitus; Female; Humans; Hypertension; Male; Middle Aged; Risk Factors; Seasons; Sex Factors; Smoking; Subarachnoid Hemorrhage
30014558,2018,Pediatric diabetes,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Child; Child, Preschool; Diabetes Mellitus, Type 1; Diabetic Ketoacidosis; Female; Health Promotion; Humans; Male"
25716913,2015,Journal of human genetics,"Journal Article; Research Support, Non-U.S. Gov't",Adenomatous Polyposis Coli; Adenomatous Polyposis Coli Protein; Adult; Base Sequence; DNA Mutational Analysis; Gene Frequency; Germ-Line Mutation; High-Throughput Nucleotide Sequencing; Humans; Male; Mosaicism
19603024,2009,British journal of cancer,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Adult; Aged; Aged, 80 and over; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Cetuximab; Class I Phosphatidylinositol 3-Kinases; Colorectal Neoplasms; Female; Humans; Male; Middle Aged; Mutation; Neoplasm Metastasis; Phosphatidylinositol 3-Kinases; Predictive Value of Tests; Prognosis; Proto-Oncogene Proteins; Proto-Oncogene Proteins B-raf; Proto-Oncogene Proteins p21(ras); Salvage Therapy; ras Proteins"
2069211,1991,The American journal of surgical pathology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Adult; Aged; Aged, 80 and over; Angiomatosis; Child; Child, Preschool; Diagnosis, Differential; Female; Hemangioendothelioma; Hemangioma; Humans; Lymph Nodes; Male; Middle Aged; Neoplasms, Vascular Tissue; Retrospective Studies; Sarcoma, Kaposi"
30906249,2019,Frontiers in neuroscience,Journal Article; Review,
28482906,2017,Journal of experimental & clinical cancer research : CR,Journal Article,"Adult; Aged; Aged, 80 and over; Antineoplastic Combined Chemotherapy Protocols; Biomarkers, Tumor; Carcinoma, Ovarian Epithelial; Cell Line, Tumor; Cell Movement; Cell Proliferation; Cell Transformation, Neoplastic; Cystadenocarcinoma, Serous; DNA Repair; Disease Progression; Drug Resistance, Neoplasm; Female; Forkhead Box Protein M1; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Gene Knockdown Techniques; Humans; Kaplan-Meier Estimate; Middle Aged; Neoplasm Grading; Neoplasm Metastasis; Neoplasm Staging; Neoplasms, Glandular and Epithelial; Ovarian Neoplasms; Prognosis; Protein Isoforms; RNA, Small Interfering"
24003147,2013,Proceedings of the National Academy of Sciences of the United States of America,"Journal Article; Research Support, Non-U.S. Gov't","Mathematics; Models, Theoretical"
33331478,2020,Arquivos de gastroenterologia,Journal Article,"Adenoma; Colonic Polyps; Colonoscopy; Colorectal Neoplasms; Early Detection of Cancer; Female; Humans; Male; Quality Indicators, Health Care; Retrospective Studies"
12781986,2003,Experimental neurology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.","Animals; Axons; Brain-Derived Neurotrophic Factor; Cell Differentiation; Cell Division; Cell Movement; Cells, Cultured; Disease Models, Animal; Female; Glial Cell Line-Derived Neurotrophic Factor; Graft Survival; Humans; Mice; Neck; Nerve Growth Factor; Nerve Growth Factors; Neurons; Neurotrophin 3; RNA, Messenger; Rats; Rats, Inbred F344; Reverse Transcriptase Polymerase Chain Reaction; Spinal Cord Injuries; Stem Cell Transplantation; Stem Cells; Transduction, Genetic"
11779326,2001,The Journal of laryngology and otology,Journal Article,"Adolescent; Adult; Age Factors; Airway Obstruction; Anti-Inflammatory Agents; Child; Child, Preschool; Female; Humans; Infectious Mononucleosis; Male; Oximetry; Retrospective Studies; Sample Size; Steroids; Tonsillectomy; Tonsillitis"
37836230,2023,"Plants (Basel, Switzerland)",Journal Article,
37581940,2023,The Journal of clinical investigation,"Journal Article; Research Support, N.I.H., Extramural",Female; Pregnancy; Animals; Mice; SARS-CoV-2; Gestational Age; COVID-19; Ritonavir; Antiviral Agents
37560851,2023,Clinical laboratory,Journal Article,"Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; China; Ferritins; Obesity; Reference Values; Triglycerides; East Asian People"
29020579,2017,The New England journal of medicine,Journal Article; Review,Aged; Delirium; Hospitalization; Humans; Male; Postoperative Complications; Practice Guidelines as Topic; Risk Factors
33888119,2021,BMC public health,"Journal Article; Research Support, Non-U.S. Gov't",Domestic Violence; Humans; Mozambique; Policy; Qualitative Research
6830940,1983,Biology of reproduction,Comparative Study; Journal Article,Animals; Chiroptera; Energy Metabolism; Female; Lactation; Lactose; Lipid Metabolism; Milk; Milk Proteins; Pregnancy; Species Specificity
38128779,2025,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese,Journal Article,Humans; Atrial Fibrillation; Female; Male; Catheter Ablation; Middle Aged; Recurrence; Hemoglobins; Sex Factors; Predictive Value of Tests; Aged; Prognosis; Risk Assessment; Risk Factors; Retrospective Studies
23216368,2013,Ergonomics,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",Absenteeism; Accidental Falls; Adult; Age Factors; Costs and Cost Analysis; Cross-Sectional Studies; Female; Humans; Incidence; Male; Middle Aged; Occupational Injuries; Risk Factors; Sex Factors; Sick Leave; United States; Workers' Compensation
28387936,2017,The Journal of physiology,"Journal Article; Review; Research Support, Non-U.S. Gov't",Analgesics; Animals; Brain; Humans; Neuronal Plasticity; Nociception; Pain; Pyramidal Tracts
16787034,2006,Journal of agricultural and food chemistry,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Agaricales; Gas Chromatography-Mass Spectrometry; Hot Temperature; Korea; Volatilization
35457849,2022,Micromachines,Journal Article,
2627868,1989,The Diabetes educator,Journal Article,"Camping; Child; Curriculum; Day Care, Medical; Diabetes Mellitus; Humans; Patient Education as Topic"
15583870,2004,Cellular and molecular life sciences : CMLS,Journal Article,"Adrenergic Agents; Animals; Cells, Cultured; Chick Embryo; Coculture Techniques; Electric Countershock; Electrophysiology; Heart; Myocardium; Time Factors"
22738075,2013,Sociology of health & illness,Journal Article,"Adult; Attention Deficit Disorder with Hyperactivity; Attitude to Health; Factor Analysis, Statistical; Female; Humans; Male; Neurobiology; Patient Acceptance of Health Care; Personal Autonomy; Quality of Life; Social Perception; Sociology, Medical; Terminology as Topic"
23967195,2013,PloS one,"Journal Article; Research Support, Non-U.S. Gov't","Adhesives; Administration, Inhalation; Chemistry, Pharmaceutical; Drug Carriers; Lactose; Lasers; Pharmaceutical Preparations; Time Factors"
35513896,2022,Journal of glaucoma,Case Reports; Journal Article,"Glaucoma Drainage Implants; Glaucoma, Open-Angle; Humans; Intraocular Pressure; Iris; Male; Middle Aged; Tonometry, Ocular"
3562821,1987,Radiology,Journal Article,"ACTH Syndrome, Ectopic; Adenoma; Contrast Media; Cushing Syndrome; Female; Gadolinium; Gadolinium DTPA; Humans; Image Enhancement; Magnetic Resonance Spectroscopy; Organometallic Compounds; Paraneoplastic Endocrine Syndromes; Pentetic Acid; Pituitary Neoplasms; Tomography, X-Ray Computed"
1626438,1992,Zentralblatt fur Gynakologie,Journal Article,"Blood Flow Velocity; Breast; Breast Neoplasms; Female; Humans; Image Interpretation, Computer-Assisted; Neoplasm Staging; Reference Values; Regional Blood Flow; Ultrasonography, Mammary"
27749742,2017,"Menopause (New York, N.Y.)","Journal Article; Research Support, Non-U.S. Gov't","Breast; Breast Neoplasms; Cell Proliferation; Disease Progression; Female; Humans; Kaplan-Meier Estimate; Membrane Proteins; Middle Aged; Phenotype; Progestins; Prognosis; Receptors, Estrogen; Receptors, Progesterone"
27433802,2016,PloS one,Journal Article,"9,10-Dimethyl-1,2-benzanthracene; Animals; Breast Neoplasms; Caloric Restriction; Disease Progression; Disease-Free Survival; Female; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Humans; MCF-7 Cells; Mammary Glands, Animal; Mammary Neoplasms, Experimental; MicroRNAs; Oligoribonucleotides, Antisense; Rats; Rats, Sprague-Dawley; Tumor Burden"
35763573,2022,Proceedings of the National Academy of Sciences of the United States of America,"Journal Article; Research Support, Non-U.S. Gov't",Aerosolized Particles and Droplets; COVID-19; Humans; Humidity; Hydrogen-Ion Concentration; SARS-CoV-2
18185683,1997,Optics letters,Journal Article,
10569355,1999,The American journal of sports medicine,"Journal Article; Research Support, Non-U.S. Gov't","Activities of Daily Living; Adolescent; Adult; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Arthroscopy; Child; Female; Follow-Up Studies; Humans; Joint Instability; Male; Middle Aged; Osteoarthritis; Range of Motion, Articular; Rupture; Sports; Treatment Outcome"
26228603,2015,The Annals of thoracic surgery,Journal Article; Meta-Analysis; Review; Systematic Review,"Aortic Aneurysm, Thoracic; Aortic Valve; Blood Vessel Prosthesis; Cardiac Surgical Procedures; Humans; Organ Sparing Treatments; Treatment Outcome"
10413320,1999,Epilepsy research,"Journal Article; Research Support, U.S. Gov't, P.H.S.",Animals; Anticoagulants; Anticonvulsants; Aryl Hydrocarbon Hydroxylases; Cytochrome P-450 Enzyme System; Genotype; Insecta; Kinetics; Phenotype; Phenytoin; Steroid 16-alpha-Hydroxylase; Steroid Hydroxylases; Warfarin
33184861,2021,Perspectives in psychiatric care,Journal Article; Randomized Controlled Trial,Empathy; Humans; Japan; Mindfulness; Pilot Projects; Universities
38636926,2024,Microvascular research,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Humans; Mice; Cell Hypoxia; Cell Line; Disease Models, Animal; GTP-Binding Proteins; Mice, Inbred C57BL; Oxygen; Proto-Oncogene Proteins c-akt; Retinal Neovascularization; Retinal Pigment Epithelium; Retinal Vessels; Signal Transduction; TOR Serine-Threonine Kinases; Vascular Endothelial Growth Factor A"
8530712,1995,Journal of clinical pharmacology,"Journal Article; Research Support, Non-U.S. Gov't; Review",Aged; Cardiovascular Diseases; Estrogen Replacement Therapy; Female; Humans; Lipids; Middle Aged; Risk
10176553,1997,The Quality letter for healthcare leaders,Interview,"Clinical Trials as Topic; Comprehensive Health Care; Delivery of Health Care, Integrated; Female; Financing, Government; Hospitals, University; Humans; Models, Organizational; Organizational Objectives; San Francisco; Total Quality Management; United States; United States Public Health Service; Women's Health Services"
2819082,1989,Biochemistry,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Animals; Chickens; DNA, Fungal; Deoxyribonuclease I; Genes, Fungal; Nucleic Acid Hybridization; Nucleosomes; Regulatory Sequences, Nucleic Acid; Restriction Mapping; Templates, Genetic"
2565914,1989,The Journal of clinical endocrinology and metabolism,Journal Article,"Adult; Blood Glucose; Cholesterol; Growth Hormone; Growth Hormone-Releasing Hormone; Human Growth Hormone; Humans; Infusions, Intravenous; Insulin-Like Growth Factor I; Male; Radioimmunoassay; Recombinant Proteins; Somatostatin; Triglycerides"
29744823,2018,Demography,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Aged; Choice Behavior; Housing; Humans; Income; Middle Aged; Models, Theoretical; Netherlands; Residence Characteristics; Selection Bias; Social Class; Young Adult"
8315219,1993,Journal of gerontology,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Aging; Animals; Blood Pressure; Energy Intake; Heart Rate; Male; Nitroprusside; Phenylephrine; Rats; Rats, Inbred F344; Reflex"
435618,1979,Biulleten' eksperimental'noi biologii i meditsiny,Journal Article,"Animals; Burns; Colony-Forming Units Assay; Hematopoietic Stem Cells; Inflammation; Mice; Radiation Injuries, Experimental; Turpentine; Xylenes"
11514370,2001,Circulation,Journal Article,Aorta; Aortic Diseases; Arteriosclerosis; Aspartic Acid Endopeptidases; Carotid Arteries; Carotid Stenosis; Chronic Disease; Coronary Disease; Coronary Vessels; Disease Progression; Endothelin-1; Endothelin-Converting Enzymes; Enzyme Activation; Humans; Immunohistochemistry; Inflammation; Mammary Arteries; Metalloendopeptidases; Tunica Intima; Tunica Media
6436122,1984,Developments in biological standardization,Journal Article,Brucella; Brucella abortus; Oxygen; Species Specificity
17398040,2007,Drug and alcohol dependence,"Journal Article; Research Support, N.I.H., Extramural","Adolescent; Adult; Bisexuality; Demography; HIV Infections; Homosexuality, Male; Humans; Male; Methamphetamine; New York City; Prevalence; Social Environment; Substance-Related Disorders; Surveys and Questionnaires; Time Factors"
37104168,2023,MMWR. Morbidity and mortality weekly report,Journal Article,Animals; Humans; United States; West Nile virus; Arizona; West Nile Fever; Mosquito Vectors; Disease Outbreaks; Culicidae; Culex
